58194e57-da9e-49d7-ab4e-bf77ba69c03c,1
4ee83f45-4877-40ba-82f1-f0df0f597598,1
98ad940b-6ef4-413d-82b0-82daf91606c7,1
02c2a74b-e061-4bc3-8c52-61a8109326c9,1
7deb504e-45ae-47b5-88d6-c08e6e6b11c5,1
ea7b46d7-4b6e-4061-be4f-577df589761e,1
f39c3fe5-43c2-44f3-b249-7c7c462d3d32,1
133f21f7-7714-4bdb-95cf-c1f07d13f5b5,1
57f1ac07-ea9b-4821-8fc3-492616623f8b,1
e0c76224-455c-4d8c-9166-d0009cda5d60,1
6f7459f3-e808-4522-af98-a9e0206f3f56,1
1e898d96-35e8-48d5-8b1f-5955a437c48f,1
574ee794-3d0b-489d-99f2-67f8eed4c01b,1
0a986e56-5187-4d0a-98e4-503bd8a0cfa9,1
6d4190ce-d3e3-4c4c-8837-6f11f5631a41,1
5fd354ad-99e0-4988-b97d-3b3d20a7b568,1
66224c0e-28fa-4289-8de1-a712599538e9,1
7daf69c9-b869-4d21-bb44-0c447dca26c4,1
9f1d79b6-1594-437b-a509-d3fb3b175682,1
a201593e-01d4-480a-a6a2-dbcf7d984040,1
f2f90839-cf44-4e5a-85f5-2f42f37e7828,1
e0edfdd4-b2e5-44de-8f16-49a6113ff25a,1
02d89086-18d0-452a-8166-93ca035f3697,1
21582335-19d5-45f3-8bf0-397ba2cf44f4,1
700ae2f2-d732-4718-8049-f4d42ca63385,1
1cee8dad-c817-4a38-afa5-381c4bff851a,1
6e984fb4-1909-42da-b5ab-ee34873cc78a,1
9ab13bf4-d55f-4e8b-aed4-a74051b57d92,1
67503668-d91f-4676-9075-72a6eac17e74,1
e671d8af-3126-4763-bcf8-5d793f7b4afc,1
dde3211f-72be-4c43-aa3e-7b1bea26afe3,1
36399270-4561-4063-9d9a-4a0ad44d2853,1
34275855-9ff7-4404-8fe1-8ff1c42bd841,1
cd8f0f68-a03c-460f-b9b5-da1661436753,1
bab311a9-5adf-4823-9ca0-bbdcb47193de,1
92efceee-9bf5-4b43-ab6c-8666bc9cbf42,1
5945a273-d7d1-43cb-8246-ed82c0dc8794,1
27d6e29b-7137-4d7a-8d5a-4ee9aac8904f,1
3c94add9-a93b-4c1a-b73d-0d6ad03dee4d,1
ccad6c28-e8b5-4194-93d9-d597ff8cf237,1
1b50701b-f47d-4e0e-b3fb-6c8990d14945,1
9015fd35-a456-46d9-9276-246d17a9feac,1
4b6cf872-3e84-4183-894d-330957b6b7de,1
e5cac2fc-f8a4-4b3e-b778-29d34867e764,1
77de3121-4c49-44f3-9d49-5f0b562211d9,1
c8aebfe3-2312-4938-bc09-7673c3fec78c,1
fd3f1768-9c9c-45dd-bba3-313027dbfddf,1
920f4627-8ee9-43e3-8892-cdca9045d3f8,1
cc0e3847-8b55-41bb-982e-750e6dff56c9,1
6677f91c-de7a-41bf-9093-d39404eccd96,1
ce16458e-b9f8-40f2-9601-2ce2fc7f4199,1
52ce7756-9738-4bce-98ac-d144cf178edf,1
329d240b-5ef9-4724-ab7e-85b0a968f7ce,1
7b432fa2-ad8f-47c8-9171-55fcf442d84b,1
2b5245ab-d517-438a-b0a5-fa74428bbfb1,1
4b786fe6-26d5-4868-82ea-f7e8e73d380f,1
d9007bd1-a3b9-4de4-86e7-7a0225d0b851,1
e9b08350-e2b1-48bb-b215-ff48470bd98c,1
940b3332-3f2b-4f68-8a15-3edd5009bc1c,1
52a31d61-c3e5-448d-aa6d-1d1385b583d0,1
